date,tweet,Subjectivity,Polarity,Score
2020-01-30,Are NOT?!?!,0.0,0.0,Neutral
2020-01-31,🙌🏻☺️ Took word right mouth! (This gif available lol) pic.twitter.com/YcvUPe7p2R,0.5452380952380952,0.5190476190476191,Positive
2020-02-01,Space prince 👑 Gotta hype amazing best friend!!!! Other hair swimming like spot on.,0.525,0.4916666666666667,Positive
2020-02-03,"Right make damn sense all. Babe that’s petty, that’s expecting basic human decency, deserve it. Like beating head emotionally constipated wall.",0.3526785714285714,0.07142857142857142,Positive
2020-02-06,"I made Pinterest mood boards, anyone interested: https://pin.it/aqi2csfeqikehn pic.twitter.com/8nGxMkdAu6",0.5,0.25,Positive
2020-02-07,You know nothing!!!!! This sick 🤢🤮 The best possible Valentines plan,0.719047619047619,0.09523809523809523,Positive
2020-02-10,I'm feeling (manic) motivated nearly 8pm.,0.4,0.1,Positive
2020-02-12,No problem! Can’t wait White Pines!,0.0,0.0,Neutral
2020-02-19,This seriously amazing!,0.9,0.7500000000000001,Positive
2020-02-24,He understands you. Cool I puked gut new place. Firsts! Yas bitch!!! We’re gonna nail this! Cannot wait pic Omg Laura!!!! You said yes dress!!!!!,0.5522727272727272,0.675,Positive
2020-02-26,That literally one I would chosen.,0.0,0.0,Neutral
2020-02-27,Yes,0.0,0.0,Neutral
2020-03-02,"And sequel, “oh I think I made much me, I back pedal immediately gracefully”",0.0,0.0,Neutral
2020-03-03,😂😂 Oh lol. Which one?!?!,0.7,1.0,Positive
2020-03-04,P: feel?Me: Fast Car Tracy ChapmanP: that’s not-Me: FAST. CAR. BY. TRACY. CHAPMAN. pic.twitter.com/IMwjGPUEKS,0.6,0.2,Positive
2020-03-05,Um-the cutest?!?!,0.0,0.0,Neutral
2020-03-12,Top tier taste right there.,0.5178571428571428,0.39285714285714285,Positive
2020-03-15,Ok RIGHT. I sneezed work coworkers threw fit.,0.4785714285714285,0.3952380952380952,Positive
